Word,Replacement
immunitatibus,imunitatibus
significandam,significanda
significantum,significatum
singnificandum,significandum
deseruienti,deseruient
deseruirent,deseruiret
derseruient,deseruient
deseruiente,deseruientes
feodifirma,feodifirmam
huntingefeud,huntingefeld
huntingfeld,huntingefeud
condempnati,condempnari
condemnari,condempnari
condempnare,condempnari
relaxabimus,relaxauimus
relexauimus,relaxauimus
relaxiuimus,relaxauimus
aceptauerint,aceptauerunt
prebendali,prebendalis
prebendales,prebendalis
prebendalia,prebendalis
prebendatis,prebendati
beneficiatis,beneficiati
beneficiatum,beneficiatus
beneficiatos,beneficiatus
comendationem,comendatione
commendatione,comendationem
comendationes,comendationis
comendationi,comendationis
brimesgraue,bremesgraue
apropriatio,apropriatis
gestingetorpe,gestingtorpe
gestingtorp,gestingtorpe
quingentorum,quingentarum
defendendis,defendendi
magnificentie,magnificencie
magnificencia,magnificencie
transferent,transferet
lingonense,lingonensem
linguonensem,lingonensem
beatiioanis,beatiiohanis
presuragium,presoragium
corbigniacensi,corbigniacensis
corbiniacensis,corbigniacensi
clugniacensi,cluniacensi
cluigniacensi,cluigniacense
ignorantiam,ignorantia
postulante,postulantes
postulantem,postulantes
postulantis,postulanti
exibuerunt,exhibuerunt
exhibuerint,exhibuerit
exhibuerant,exhibuerat
neglexerit,neglexerint
necglexerint,neglexerint
negglexerint,neglexerit
permansuram,permansurum
constituent,constituant
determinat,determinant
determinato,determinata
determinate,determinata
determinati,determinari
circumgyrari,circumgirari
circumgirare,circumgirari
torquentur,torqueantur
torquebantur,torqueantur
torqueatur,torqueantur
imortalitatis,immortalitatis
dapsilitate,dapsilitatem
dampsilitatem,dapsilitatem
eaduueardus,eaduuardus
multiplicat,multiplicato
multiplicatio,multiplicatas
subiectarum,subiectorum
subjectorum,subiectorum
ordinaverit,ordinauerit
ordinauerat,ordinauerit
perpetuitate,perpetuitatem
protestatum,potestatum
potestatus,protestatus
hindringeham,hindringham
sucesorumue,sucesorumque
fundauerint,mandauerint
subsequentia,subsequenti
subsequent,subsequenti
inotesceret,inotescere
innotescere,inotescere
recognoscendam,recognoscendum
recognescendum,recognoscendum
recongnoscendum,recognoscendum
carleolensi,karleolensis
karleolens,karleolensi
derseruiant,deseruiant
maresecalum,marescalum
legitimarum,legitimorum
imunitiones,munitiones
excusatione,excusationem
exclusationem,excusationem
asesionibus,acesionibus
persoluendarum,persoluendorum
hospitulariorum,hospitalariorum
hospitelariorum,hospitalariorum
hospitaloriorum,hospitalariorum
reclamabamus,reclamabimus
delegationem,delegatione
delegationi,delegatione
construemus,conseruemus
conseruamus,conseruemus
comedantes,comendantes
comandantes,comendantes
gestelinges,gestlinges
lingedrapere,lingedraper
scardeburg,scardeburgh
scardeburgo,scardeburgh
scarteburgh,scarteburg
liberabimus,liberauimus
uendicauimus,uendicabimus
uindicabimus,uendicabimus
incolumnitatem,incolumitatem
conpescendo,compescendo
compescendos,compescendo
compescendi,compescendo
workedelegh,workedlegh
quotiescumque,quotienscumque
quotiencumque,quotienscumque
matriculariis,matricularius
matriculario,matricularii
matricularie,matricularii
matricularia,matriculariam
campigniaco,sampigniaco
trenorciense,trenorciensem
trenorcensem,trenorcienses
montemorentiaco,montemorenciaco
montemoranciaco,montemorenciaco
montemorenciago,montemorenciaco
montemorenciaci,montemorenciaco
afiduciauit,fiduciauit
uiolauerint,uiolauerit
requirantur,requiruntur
ercebiscope,arcebisceope
ercebisceop,arcebisceope
ercebisscop,ercebiscop
sanctarumque,sanctorumque
heardberhti,heardberht
felicitate,felicitatem
felicitatum,felicitatem
foelicitatem,felicitate
custodiantur,custodiatur
custoditur,custodiatur
custodietur,custodiantur
diuturnitatem,diuturnitate
diuternitate,diuturnitate
altitudinem,altitudine
alititudine,altitudine
aduersarius,aduersarios
aduersario,aduersarios
aduersariis,aduersarios
adversarios,aduersarius
lumenaribus,luminaribus
districtuum,districtum
animadversione,animaduersione
cognoscendum,cognoscendam
cognoscenda,cognoscendam
cognoscendem,cognoscendam
consistorii,consistorio
consistorie,consistorio
sufraganeos,sufraganeis
sufraganei,sufraganeis
suffraganeis,sufraganeis
sufraganeus,suffraganeis
coroborandum,coroborandam
coroboranda,coroborandam
coroborandas,coroborandam
corroborandam,coroborandam
prohibitionem,prohibitione
pacificaret,pacificarent
aprobationibus,probationibus
subicientes,suficientes
subiicientes,suficientes
subitientes,suficientes
subiecientes,suficientes
cognitionis,cognationis
prescriptarum,prescriptorum
mclxxxxiiii,mclxxxiiii
submonitionibus,sumonitionibus
excomuncatorum,excomunicatorum
excomunicatarum,excomunicatorum
excomunicatorem,excomunicatorum
contulisent,contuliset
contulisset,contulisse
sustentetur,sustententur
sustentantur,sustententur
concanonicis,concanonicus
quietaclamauit,quieteclamauit
quietclamauit,quieteclamauit
quieteclamaui,quietumclamaui
permitente,permitentes
distribruendum,distribuendum
distribundum,distribuendum
inteligamus,inteligimus
nominatione,dominatione
cominatione,dominatione
comparionis,compasionis
quietaclamatia,quietaclamatio
quieteclamatio,quietaclamatio
continentie,continenti
continentis,continentes
lincoliensibus,lincolniensibus
quinquennio,quinquenio
interpretanda,interpretandi
interpretando,interpretandi
prescriptionem,prescriptione
prescriptioni,prescriptionis
arcidiaconatibus,arcidiaconalibus
arcdiaconalibus,arcidiaconalibus
coquinarium,coquinarum
euacationem,uacationem
subtractione,subtractionem
substractionem,subtractione
subtraxtionem,subtractionem
subtractiones,subtractionis
suportandam,suportandum
subportanda,suportanda
exsequantur,exsequatur
retentionis,detentionis
subscripto,subscriptos
areragiarum,areragiorum
reprimantur,reprimatur
helemosina,helemosinam
heelemosina,helemosinam
uicedominum,uicedominus
vicedominus,uicedominus
circonuentum,circonuentus
campiparti,campipartis
postulatibus,postulantibus
subscriberet,subscriberent
suscribere,subscribere
sempiternos,sempiternis
sacrilegiis,sacrilegii
presumpcionis,presumptionis
resumptionis,presumptionis
presumtionis,presumptionis
presumptsionis,presumptionis
porciunculam,portiunculam
partiunculam,portiunculam
portiuncula,porciunculam
confirmetur,confirmentur
confirmantur,confirmentur
cristianorum,christianorum
confusiones,contusiones
extraniorum,extraneorum
inperpetuam,inperpetuum
inperpetum,inperpetuum
appellacione,appellatione
abstulerint,abstulerunt
consecratum,consecratus
consecratis,consecrati
demonstrat,demonstrant
demonstrans,demonstrant
profunditatem,profunditate
dcccclxviii,dcccclxiii
dccccxlviii,dccccxlvii
dcccclviiii,dcccclxviii
atestantibus,testantibus
satisfacto,satisfactio
satisfacti,satisfactio
nobilissimi,nobilisimi
nobilisimis,nobilisimus
promisionis,prouisionis
promisiones,prouisionem
promissionis,prouisionis
scireburnie,scireburnia
transierunt,transierint
transierit,transierint
transerint,transierint
eboracisira,eboraciscira
eboraciscire,eboracisira
eboracscira,eboraciscire
dirationauit,disrationauit
disrationaui,dirationauit
tancardiuile,tancardiuila
tankardiuila,tancardiuila
tancardeuila,tancardiuila
habitatione,habitationem
habitacionem,habitationem
habitationes,habitationis
interfuerit,interfuerint
interfuerat,interfuerint
interfuerim,interfuerint
inrefragabiliter,irefragabiliter
irrefragabiliter,irefragabiliter
recipientur,recipiantur
bermundeseia,bermundeseie
bermundesie,bermundeseia
bermundseie,bermondseie
beremundeseie,bermundeseie
bermundesheie,bermundeseie
bermondeseie,bermondesei
proceserint,processerint
dominicarum,dominicorum
dominiorum,dominicorum
malefaciendum,maleficiendum
custodirent,custodierint
custodiente,custodientes
custodienti,custodient
inhibitione,inhibitionem
inhibitiones,inhibitionis
propensioris,propensiori
probauimus,aprobauimus
calliditate,calliditatis
caliditatem,caliditate
calumniatores,calumniatore
calumpniatore,calumniatore
calumpniatoris,calumpniatores
proposuerant,proposuerat
proposuerint,proposuerunt
preposuerunt,proposuerunt
proposcerunt,poposcerunt
anuntiatione,anuntiationem
proponebat,proponebant
excomunicare,excomunicari
excomunicaret,excomunicari
excomunicase,excomunicaret
subscriptum,subscriptam
roboraverunt,roborauerunt
infirmariis,infirmarii
infirmarium,infirmarius
brinkburne,brinkeburne
brinkebourne,brinkburne
brenkeburne,brenkburne
ocasionetur,ocasionentur
haterington,hauerington
hawerington,hawrington
exsequentes,exequentes
inmunitates,inmunitate
lancastria,lancastriam
lancastram,lancastriam
matrimoniis,matrimonii
fidedingnis,fidedignis
retaciabuntur,recaciabuntur
recaceabuntur,recaciabuntur
pronunciatione,pronunciationem
pronuntiationem,pronunciatione
predicatione,predicationem
predicationes,predicationis
predicationum,predicationem
coningesholm,cuningesholm
comunicando,comunicandi
comunicandis,comunicandi
comuniandi,comunicandi
albaniensis,albanensis
acquirendas,acquirenda
acquirendam,acquirendum
quitationi,quitationis
quictationis,quitationis
equitationis,equitationem
prolationem,prolatione
iuridictionis,iurisdictionis
iuriditionis,iurisdictionis
ualiiscluse,ualiscluse
impignoratione,impignorationem
inpignorationem,impignoratione
caritatensi,karitatensi
karitatensis,karitatensi
distrahendo,distrahendi
distrahendis,distrahendas
distrahenda,distrahendas
distrabendi,distrahendi
flauigniaci,flauigniaco
flauiniaco,flauigniaco
requiescant,requiescat
requiescent,requiescens
dampnationem,dampnatione
damnatione,dampnationem
dampnacione,dampnatione
dampnationi,dampnationis
lachrimarum,lacrimarum
cedentibus,credentibus
redentibus,redeuntibus
cristianitas,christianitas
honorabilia,honorabili
constructor,constructo
ethelheardi,ethelheard
ethelheardo,ethelheard
glastoniensi,glastoniensis
glestoniensis,glastoniensis
philargiria,philargirie
philargyrie,philargirie
phylargirie,phyrargirie
superfuerint,superfuerit
contemplacionis,contemplationis
comtemplationis,contemplationis
stapelforda,stapelfordia
constituant,constituat
dcccclxiiii,dcccclxviii
dcccclxxiii,dccccxxxiii
aliquociens,aliquotiens
aliquoties,aliquotiens
uniuersali,uniuersalis
uniuersales,uniuersalem
universalis,uniuersalis
vniuersalis,uniuersalis
uniuersatis,uniuersati
confessorum,confesorum
disturbaret,disturbare
calumniatus,calumpniatus
calumpniatum,calumniatus
calumpniamus,calumpniatus
calumpniatas,calumpniatus
calumpniatos,calumpniator
assertionem,assertione
requirebant,requirebat
filiarumque,filiorumque
forisfacti,forisfactis
forifactis,forisfactis
foresfactis,forefactis
forisfactas,forisfacta
recognosceret,recognoscerent
recognosceri,recognoscere
substituetur,substituatur
substituantur,substituetur
claromontem,claromonte
prosterneret,prosternere
consuetudinario,consuetudinarii
consuetudinariis,consuetudinario
consuetudinaria,consuetudinarii
consuetudinarie,consuetudinarii
suffraganeorum,sufraganeorum
debilitate,debilitatem
debilitates,debilitatis
corroborauerunt,coroborauerunt
coroborauerint,coroborauerunt
condemnauimus,condempnauimus
defendentibus,dependentibus
comendentur,comendetur
comendatur,comendantur
comedantur,comendantur
corroborata,coroborata
coroboratas,coroborata
conroborata,coroborata
operatione,operationes
operationem,operationes
operationis,operationes
onerationes,oneratione
nequiuerit,nequiuerint
nequiuerunt,nequiuerint
sustentandum,sustentandam
sustentandas,sustentandos
sustentanda,sustentandi
promisionem,prouisionem
promisione,prouisionem
promisionum,prouisionem
subuentione,subuentionem
subuentiones,subuentionem
includendam,includendas
constanciam,constancia
quadrigatam,quadrigatas
quadrigata,quadrigatas
quadrigatis,quadrigatas
quadrigatos,quadrigatas
releuatione,releuationem
releuationes,releuationem
relevationem,releuatione
eleuationem,eleuationam
declarandam,declarandum
comparauerunt,comparuerunt
comperuerunt,compererunt
prouidebimus,prouiderimus
prouideremus,prouiderimus
predicatorem,predicatores
predicatoris,predicatores
adiectionem,adiectione
adiectiones,adiectionis
declarandis,declarandi
prebendariis,prebendarii
prebendarios,prebendarius
prebendarias,prebendarius
ministerialis,ministeriales
ministerialem,ministeriales
sparnonensi,sparnonensis
sparnonansis,sparnonensis
parnonensis,sparnonensis
abrenuntians,abrenuncians
abrenunciant,abrenunciat
abrenunciens,abrenuncians
petrapertusia,petrapertusa
petrapertuisa,petrapertusa
elemosinationes,elemosignationes
elemosinatione,elemosinationem
hebergamento,herbergamento
herbergamenti,herbergamento
herbergamenta,hebergamento
promulgaret,promulgare
omnipotente,omnipotenti
omnipotentem,omnipotenti
omnipotenter,omnipotenti
transmutari,transmutare
possessionis,possessiones
permiserint,permiserunt
preteritarum,preteritorum
promulgatam,promulgatum
promulgatas,promulgata
supranominati,supranominata
supranominatos,supranominatis
supranominatus,supranominatam
supranominatas,supranominata
karacteribus,caracteribus
carecteribus,karacteribus
exstiterant,extiterant
interioribus,inferioribus
perfectione,perfectionem
tempestates,tempestate
tempestatem,tempestate
satisfaccionis,satisfactionis
traditioni,traditionis
deliquerunt,deliquerint
reliquerint,reliquerunt
relinquerunt,relinqueret
detestandas,detestanda
iocunditate,iocunditatem
jocunditatem,iocunditate
iucunditatem,iocunditatem
dimidietate,dimidietatem
profiscisci,profiscici
sacrosanctam,sacrosanctum
sancrosanctum,sacrosanctum
preparandum,reparandum
quamplurimi,quamplurima
quamplurimas,quamplurima
quamplurimos,quamplurimis
perficiendam,perficiendas
perfitiendum,perficiendum
perfaciendum,perficiendum
lundoniensem,londoniensem
londoniense,londoniensi
confirmant,confirmante
adquisierat,acquisierat
acquisierit,acquisierat
acquisieram,acquisiueram
circumuentos,circumuentus
circumuentum,circumuenta
deseruiendam,deseruiendum
consumptionem,consumationem
consumatione,consumptionem
consummationem,consumationem
contumationem,consumationem
consumnationem,consumpnationem
prebendario,prebendarii
prebendarie,prebendarii
legationes,alegationes
alegatione,alegationes
concordatis,concordati
acquiescentes,adquiescentes
adiudicatus,adiudicatas
adiudicatur,adiudicatum
mortuomaris,mortuimaris
indempnitatem,indempnitate
idempnitatem,indempnitate
indemptnitatem,indempnitate
indempnitates,indempnitate
landauensi,landauensis
warantizandam,warantizandum
garantizandum,warantizandum
warentizandum,garantizandum
garantizabo,warantizabo
warentizabo,garantizabo
gwarantizabo,garantizabo
beningworte,beningwrte
beningworta,beningwrta
intelligentes,inteligentes
conventibus,conuentibus
coniuentibus,conuentibus
conuentius,conuentibus
ministranti,ministrandi
ministrando,ministrandi
ministranda,ministrandi
ministrandis,ministrando
conuersarum,conuersorum
cognoscerem,cognoscere
presentatam,presentata
responsales,responsalem
desponsalem,responsalem
presentaset,presentase
transmiteret,transmitere
proponentes,proponente
prosequamur,prosequimur
prosequemur,prosequimur
prosequitur,prosequamur
preceptorem,precentorem
preceptore,precentorem
preceptorum,precentorem
receptorem,precentorem
parmentarium,parmentarius
mesagiorum,mesuagiorum
conferendis,conferendi
sexcentorum,sexcentarum
constantien,constantiensi
postulauerint,postulauerunt
postulauerat,postulauerit
perambulationes,perambulationem
prouiderint,prouiderent
reformandam,reformandum
reformandas,reformanda
confitebantur,confitentur
confatebatur,confitebatur
confidebatur,confitebatur
confitebitur,confitebatur
complendum,compelendum
compelandum,compelendum
conpelendum,compelendum
solemnibus,solempnibus
solempnius,solempnibus
permiterent,permiteret
hextoldesham,hextildesham
extildesham,hextildesham
